id,bucket,expected_class,file,old_line,kind,retired_by,retired_reason,retired_at_notes
UMB-1282,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,806,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple LLVM type lowering now relies on verifier-checked tuple schemas
UMB-1283,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,822,tuple type id,P7-B2.3,aggregate/pattern/field schema verifier migration,materialized tuple TypeStore availability is now an internal invariant
UMB-1284,B-06,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,828,tuple element type,P7-B2.3,aggregate/pattern/field schema verifier migration,tuple LLVM type lowering now relies on verifier-checked element codegen types
UMB-0011,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/abi.rs,595,call arg value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen; legacy_gap=PIPELINE_GAPS §3.10"
UMB-0016,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/abi.rs,709,call arg type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0019,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/abi.rs,749,call arg param type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0023,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,799,itable direct result storage,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0024,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,804,itable direct return value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0025,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,863,itable call return type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0027,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1068,itable direct result storage,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0028,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1156,ordinary effect propagation destination,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0030,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1324,callable callee value type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0032,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1368,unknown local value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0041,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1798,call callee,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0042,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1966,call signature arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0043,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1973,call arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0044,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1999,call return type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0045,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2111,call deferred return value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0046,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2231,vtable call callee type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0047,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2239,vtable call arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0048,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2247,vtable call return type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0050,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2383,vtable call deferred return value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0053,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2483,function value local type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0054,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2513,function value call arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0055,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2528,function value call return type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0056,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2682,function value deferred return value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0057,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2754,itable call slot ambiguous,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0058,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2766,itable call callee type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0059,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2774,itable call arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0988,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,285,pass MIR call arg binding,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0989,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,303,pass MIR call arg type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0990,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,322,pass MIR call arg binding,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0991,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,383,pass MIR call arg binding,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0992,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,395,pass MIR call arg type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0993,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,415,pass MIR call arg binding,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0996,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,40,pass MIR function-value callee type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0998,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,139,pass MIR direct callee type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-0999,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,201,pass MIR call arg binding,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1000,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,270,pass MIR direct call signature arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1001,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,276,pass MIR direct call arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1002,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,326,pass MIR direct call return type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1003,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,477,pass MIR direct call deferred return value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1006,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,561,pass MIR function-value callee value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1010,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,673,pass MIR function-value call arity mismatch,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1011,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,687,pass MIR function-value call return type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1012,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,840,pass MIR function-value deferred return value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1016,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,913,plain function-value callee type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1021,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,985,plain dynamic call kind,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1022,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,1005,plain function-value callee value,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1026,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/callable_lookup.rs,221,pass MIR callable source path,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1029,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/callable_lookup.rs,343,pass MIR plain return type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1030,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/callable_lookup.rs,363,pass MIR plain param type,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
UMB-1031,B-03,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/callable_lookup.rs,410,pass MIR cfg,P7-B2.4,call ABI verifier contract,"MIR materialized verifier fixes callable ABI, arg binding, return storage, and callee-form invariants before LLVM codegen"
